active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_cache_evictions,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
6,0,True,0,0,0,0,0,uniform__smooth__128,uniform__smooth,8,6,19,16,131,1.0,,,base,0,0.02976000000000001,16,,8,11,False,,,,,False,,,,,,,,,0,0,7.650000043213367e-05,,21,2,,,110,range_area7,[],12974.751880596614,0,55.30059260688505,0.0,8,,,208.5593985,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,1.0,34,,1,,,16,ordinary,5,public_upper_bound_16,103,3336.950376,,,True,0.02976400003535673
6,0,True,0,0,0,0,0,uniform__smooth__128,uniform__smooth,8,6,19,16,131,1.0,,,base,0,0.030202000000000062,16,,8,11,False,,6,0,6,False,,,,,,,,,0,0,7.404101779684424e-05,,21,2,,,110,faithful_area7,[],12974.751880596614,0,55.30059260688505,0.0,8,,,208.5593985,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,1.0,34,,1,,,16,ordinary,5,public_upper_bound_16,103,3336.950376,,,True,0.030223000037949532
23,0,True,,,,,,uniform__smooth__129,uniform__smooth,14,,14,14,129,,,,,,0.18408900000000017,14,,,,,,,,,,,,,,,,,,0,,6.900000153109431e-05,,,,,,113,peer_layout9_proxy,[],19761.9445956999,0,,0.0,,,,334.81349464285717,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,100,4687.388925,,,,0.18418733298312873
6,0,True,0,0,0,0,0,uniform__smooth__129,uniform__smooth,9,,16,14,143,1.0,,,,,0.028820999999999763,14,,5,7,False,,,,,,,,,,,,,,0,,6.133300485089421e-05,,21,0,,,125,area_return1_7,[],13071.449286737065,0,61.51822929355624,0.0,9,,,245.16356135714287,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,,25,,5,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,117,3432.289859,,,True,0.028847250039689243
6,0,True,0,0,0,0,0,uniform__smooth__129,uniform__smooth,9,6,16,14,137,1.0,,,base,0,0.02847299999999997,14,,5,7,False,,,,,False,,,,,,,,,0,0,7.908401312306523e-05,,21,0,,,119,range_area7,[],13071.449286737065,0,61.51822929355624,0.0,9,,,242.59213278571428,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,1.0,25,,5,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,111,3396.289859,,,True,0.028472457954194397
6,0,True,0,0,0,0,0,uniform__smooth__129,uniform__smooth,9,6,16,14,137,1.0,,,base,0,0.02822400000000025,14,,5,7,False,,6,0,6,False,,,,,,,,,0,0,7.162499241530895e-05,,21,0,,,119,faithful_area7,[],13071.449286737065,0,61.51822929355624,0.0,9,,,242.59213278571428,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,1.0,25,,5,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,111,3396.289859,,,True,0.02825699996901676
21,0,True,,,,,,uniform__smooth__130,uniform__smooth,14,,14,14,119,,,,,,0.15927800000000003,14,,,,,,,,,,,,,,,,,,0,,8.174998220056295e-05,,,,,,103,peer_layout9_proxy,[],21729.929207843394,0,,0.0,,,,358.7132745,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,91,5021.985843,,,,0.15932679100660607
5,0,True,0,0,0,0,0,uniform__smooth__130,uniform__smooth,9,,15,14,153,1.0,,,,,0.026083999999999996,14,,5,6,False,,,,,,,,,,,,,,0,,6.783305434510112e-05,,21,0,,,136,area_return1_7,[],12592.315460562653,0,75.24797381425856,0.0,9,,,242.53307792857143,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,,22,,1,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,124,3395.463091,,,True,0.026114666019566357
5,0,True,0,0,0,0,0,uniform__smooth__130,uniform__smooth,9,4,15,14,149,1.0,,,base,0,0.025886999999999993,14,,5,6,False,,,,,False,,,,,,,,,0,0,7.720798021182418e-05,,21,0,,,132,range_area7,[],12592.315460562653,0,75.24797381425856,0.0,9,,,240.8187922142857,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,1.0,22,,1,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,120,3371.463091,,,True,0.02588720800122246
5,0,True,0,0,0,0,0,uniform__smooth__130,uniform__smooth,9,4,15,14,149,1.0,,,base,0,0.02600699999999989,14,,5,6,False,,4,0,4,False,,,,,,,,,0,0,7.529096910730004e-05,,21,0,,,132,faithful_area7,[],12592.315460562653,0,75.24797381425856,0.0,9,,,240.8187922142857,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,1.0,22,,1,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,120,3371.463091,,,True,0.026019624958280474
20,0,True,,,,,,uniform__smooth__131,uniform__smooth,12,,12,12,145,,,,,,0.16347800000000046,12,,,,,,,,,,,,,,,,,,0,,6.791698979213834e-05,,,,,,131,peer_layout9_proxy,[],20325.960433484426,0,,0.0,,,,408.2660070833333,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,119,4899.192085,,,,0.1636177080217749
13,0,True,0,0,0,0,0,uniform__smooth__131,uniform__smooth,8,,16,12,146,1.0,,,,,0.025749000000000244,12,,4,8,False,,,,,,,,,,,,,,0,,0.00016325002070516348,,19,0,,,128,area_return1_7,[],13021.423904888805,0,64.33194566399347,0.0,8,,,286.19039841666665,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,,15,,9,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,118,3434.284781,,,True,0.025755041977390647
13,0,True,0,0,0,0,0,uniform__smooth__131,uniform__smooth,8,0,16,12,146,1.0,,,base,0,0.02539800000000003,12,,4,8,False,,,,,False,,,,,,,,,0,0,7.504201494157314e-05,,19,0,,,128,range_area7,[],13021.423904888805,0,64.33194566399347,0.0,8,,,286.19039841666665,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,1.0,15,,9,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,118,3434.284781,,,True,0.025397291989065707
13,0,True,0,0,0,0,0,uniform__smooth__131,uniform__smooth,8,0,16,12,146,1.0,,,base,0,0.025280999999999665,12,,4,8,False,,0,0,0,False,,,,,,,,,0,0,7.987499702721834e-05,,19,0,,,128,faithful_area7,[],13021.423904888805,0,64.33194566399347,0.0,8,,,286.19039841666665,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,1.0,15,,9,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,118,3434.284781,,,True,0.025290791993029416
24,0,True,,,,,,uniform__smooth__132,uniform__smooth,13,,13,13,129,,,,,,0.1918420000000003,13,,,,,,,,,,,,,,,,,,0,,7.241603452712297e-05,,,,,,114,peer_layout9_proxy,[],22739.362758704858,0,,0.0,,,,406.2209653846154,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,98,5280.87255,,,,0.19198179198428988
4,0,True,0,0,0,0,0,uniform__smooth__132,uniform__smooth,6,,13,13,141,1.0,,,,,0.025460999999999956,13,,7,7,False,,,,,,,,,,,,,,0,,5.904200952500105e-05,,20,0,,,126,area_return1_7,[],12063.81201897239,0,53.628857016135626,0.0,6,,,248.36633876923077,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,,19,,9,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,121,3228.762404,,,True,0.025507000042125583
4,0,True,0,0,0,0,0,uniform__smooth__132,uniform__smooth,6,2,13,13,139,1.0,,,base,0,0.025609999999999467,13,,7,7,False,,,,,False,,,,,,,,,0,0,7.941602962091565e-05,,20,0,,,124,range_area7,[],12063.81201897239,0,53.628857016135626,0.0,6,,,247.44326184615386,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,1.0,19,,9,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,119,3216.762404,,,True,0.025610124983359128
4,0,True,0,0,0,0,0,uniform__smooth__132,uniform__smooth,6,2,13,13,139,1.0,,,base,0,0.03126599999999957,13,,7,7,False,,2,0,2,False,,,,,,,,,0,0,7.537502096965909e-05,,20,0,,,124,faithful_area7,[],12063.81201897239,0,53.628857016135626,0.0,6,,,247.44326184615386,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,1.0,19,,9,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,119,3216.762404,,,True,0.03254095802549273
25,0,True,,,,,,uniform__smooth__133,uniform__smooth,13,,13,13,152,,,,,,0.20892599999999995,13,,,,,,,,,,,,,,,,,,0,,7.954100146889687e-05,,,,,,137,peer_layout9_proxy,[],19091.27279604724,0,,0.0,,,,360.7888122307692,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,122,4690.254559,,,,0.2090500420308672
8,0,True,0,0,0,0,0,uniform__smooth__133,uniform__smooth,7,,15,13,143,1.0,,,,,0.02523300000000006,13,,6,8,False,,,,,,,,,,,,,,0,,7.462501525878906e-05,,20,0,,,126,area_return1_7,[],11820.443110597682,0,53.205688425103006,0.0,7,,,244.54527861538463,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,,19,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,114,3179.088622,,,True,0.025236083019990474
8,0,True,0,0,0,0,0,uniform__smooth__133,uniform__smooth,7,1,15,13,142,1.0,,,base,0,0.024972999999999246,13,,6,8,False,,,,,False,,,,,,,,,0,0,7.47920130379498e-05,,20,0,,,125,range_area7,[],11820.443110597682,0,53.205688425103006,0.0,7,,,244.08374015384618,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,1.0,19,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,113,3173.088622,,,True,0.024998333014082164
8,0,True,0,0,0,0,0,uniform__smooth__133,uniform__smooth,7,1,15,13,142,1.0,,,base,0,0.025028999999999968,13,,6,8,False,,1,0,1,False,,,,,,,,,0,0,0.00018816703232005239,,20,0,,,125,faithful_area7,[],11820.443110597682,0,53.205688425103006,0.0,7,,,244.08374015384618,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,1.0,19,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,113,3173.088622,,,True,0.025064291956368834
24,0,True,,,,,,uniform__smooth__134,uniform__smooth,13,,13,13,132,,,,,,0.19684800000000013,13,,,,,,,,,,,,,,,,,,0,,7.008400280028582e-05,,,,,,117,peer_layout9_proxy,[],19888.585370485416,0,,0.0,,,,363.8243902307692,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,102,4729.717073,,,,0.1969512919895351
8,0,True,0,0,0,0,0,uniform__smooth__134,uniform__smooth,8,,16,13,150,1.0,,,,,0.026092999999999478,13,,5,8,False,,,,,,,,,,,,,,0,,6.312498589977622e-05,,20,0,,,132,area_return1_7,[],13018.577841440265,0,64.33422095017568,0.0,8,,,266.2088899230769,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,,22,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,123,3460.715569,,,True,0.026101083029061556
8,0,True,0,0,0,0,0,uniform__smooth__134,uniform__smooth,8,1,16,13,149,1.0,,,base,0,0.026055000000000383,13,,5,8,False,,,,,False,,,,,,,,,0,0,7.445900700986385e-05,,20,0,,,131,range_area7,[],13018.577841440265,0,64.33422095017568,0.0,8,,,265.74735146153847,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,1.0,22,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,122,3454.715569,,,True,0.02606299996841699
8,0,True,0,0,0,0,0,uniform__smooth__134,uniform__smooth,8,1,16,13,149,1.0,,,base,0,0.026212000000000124,13,,5,8,False,,1,0,1,False,,,,,,,,,0,0,7.504102541133761e-05,,20,0,,,131,faithful_area7,[],13018.577841440265,0,64.33422095017568,0.0,8,,,265.74735146153847,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,1.0,22,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,122,3454.715569,,,True,0.026252083014696836
25,0,True,,,,,,uniform__smooth__135,uniform__smooth,15,,15,15,127,,,,,,0.1969410000000007,15,,,,,,,,,,,,,,,,,,0,,7.029104745015502e-05,,,,,,110,peer_layout9_proxy,[],19681.074987090135,0,,0.0,,,,310.54766666666666,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,3,135,,,,,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,97,4658.215,,,,0.1970845420146361
4,0,True,0,0,0,0,0,uniform__smooth__135,uniform__smooth,11,,16,15,136,1.0,,,,,0.030665999999999194,15,,4,5,False,,,,,,,,,,,,,,0,,7.841602200642228e-05,,22,0,,,118,area_return1_7,[],13050.19110380184,0,90.25374720873366,0.0,11,,,225.80254806666665,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,3,135,,12,,4,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,109,3387.038221,,,True,0.030694541987031698
4,0,True,0,0,0,0,0,uniform__smooth__135,uniform__smooth,11,2,16,15,134,1.0,,,base,0,0.03016899999999989,15,,4,5,False,,,,,False,,,,,,,,,0,0,7.566699059680104e-05,,22,0,,,116,range_area7,[],13050.19110380184,0,90.25374720873366,0.0,11,,,224.9358814,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,3,135,1.0,12,,4,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,106,3374.038221,,,True,0.03017395903589204
4,0,True,0,0,0,0,0,uniform__smooth__135,uniform__smooth,11,2,16,15,134,1.0,,,base,0,0.029944000000000415,15,,4,5,False,,2,0,2,False,,,,,,,,,0,0,7.362500764429569e-05,,22,0,,,116,faithful_area7,[],13050.19110380184,0,90.25374720873366,0.0,11,,,224.9358814,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,3,135,1.0,12,,4,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,106,3374.038221,,,True,0.029965833004098386
25,0,True,,,,,,uniform__smooth__136,uniform__smooth,14,,14,14,138,,,,,,0.1959680000000006,14,,,,,,,,,,,,,,,,,,0,,7.037498289719224e-05,,,,,,122,peer_layout9_proxy,[],20476.178827732918,0,,0.0,,,,348.731126,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,3,136,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,107,4882.235764,,,,0.19608674995834008
6,0,True,0,0,0,0,0,uniform__smooth__136,uniform__smooth,6,,16,14,163,1.0,,,,,0.027760999999999925,14,,8,10,False,,,,,,,,,,,,,,0,,7.816596189513803e-05,,21,0,,,145,area_return1_7,[],12305.430967152708,0,32.913412852311886,0.0,6,,,242.43472807142857,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,3,136,,35,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,132,3394.086193,,,True,0.02776554098818451
6,0,True,0,0,0,0,0,uniform__smooth__136,uniform__smooth,6,5,16,14,158,1.0,,,base,0,0.0275129999999999,14,,8,10,False,,,,,False,,,,,,,,,0,0,7.829105015844107e-05,,21,0,,,140,range_area7,[],12305.430967152708,0,32.913412852311886,0.0,6,,,240.29187092857143,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,3,136,1.0,35,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,127,3364.086193,,,True,0.02751349995378405
6,0,True,0,0,0,0,0,uniform__smooth__136,uniform__smooth,6,5,16,14,158,1.0,,,base,0,0.027759999999999785,14,,8,10,False,,5,0,5,False,,,,,,,,,0,0,7.954100146889687e-05,,21,0,,,140,faithful_area7,[],12305.430967152708,0,32.913412852311886,0.0,6,,,240.29187092857143,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,3,136,1.0,35,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,127,3364.086193,,,True,0.027771040971856564
19,0,True,,,,,,uniform__adversarial-positive__127,uniform__adversarial-positive,10,,10,10,159,,,,,,0.16094000000000008,10,,,,,,,,,,,,,,,,,,0,,7.745798211544752e-05,,,,,,147,peer_layout9_proxy,[],15180.396849165021,0,,0.0,,,,395.4079374,"[1, 4, 5, 7, 14, 15, 17, 18, 19, 20]",,3,127,,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,133,3954.079374,,,,0.1610261250170879
10,0,True,0,0,0,0,0,uniform__adversarial-positive__127,uniform__adversarial-positive,7,,14,10,142,1.0,,,,,0.02151000000000014,10,,3,7,False,,,,,,,,,,,,,,0,,6.71250163577497e-05,,17,0,,,126,area_return1_7,[],11308.541713387283,0,55.06581155450385,0.0,7,,,307.2708344,"[1, 4, 5, 7, 14, 15, 17, 18, 19, 20]",,3,127,,7,,5,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,119,3072.708344,,,True,0.021514957945328206
10,0,True,0,0,0,0,0,uniform__adversarial-positive__127,uniform__adversarial-positive,7,3,14,10,139,1.0,,,base,0,0.02149800000000024,10,,3,7,False,,,,,False,,,,,,,,,0,0,6.183295045047998e-05,,17,0,,,123,range_area7,[],11308.541713387283,0,55.06581155450385,0.0,7,,,305.4708344,"[1, 4, 5, 7, 14, 15, 17, 18, 19, 20]",,3,127,1.0,7,,5,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,116,3054.708344,,,True,0.021502875024452806
10,0,True,0,0,0,0,0,uniform__adversarial-positive__127,uniform__adversarial-positive,7,0,14,10,142,1.0,,,base,0,0.021588000000000385,10,,3,7,False,,0,3,0,False,,,,,,,,,0,0,6.816699169576168e-05,,17,0,,,126,faithful_area7,[],11308.541713387283,0,55.06581155450385,0.0,7,,,307.2708344,"[1, 4, 5, 7, 14, 15, 17, 18, 19, 20]",,3,127,1.0,7,,5,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,119,3072.708344,,,True,0.021599208004772663
26,0,True,,,,,,uniform__adversarial-positive__128,uniform__adversarial-positive,16,,16,16,121,,,,,,0.20895399999999942,16,,,,,,,,,,,,,,,,,,0,,0.00014933402417227626,,,,,,103,peer_layout9_proxy,[],20534.07166227146,0,,0.0,,,,299.425895875,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,,,,,,,16,ordinary,8,public_upper_bound_16,89,4790.814334,,,,0.20907837495906278
12,0,True,0,0,0,0,0,uniform__adversarial-positive__128,uniform__adversarial-positive,10,,22,16,156,1.0,,,,,0.03705999999999943,16,,6,12,False,,,,,,,,,,,,,,0,,6.095896242186427e-05,,22,1,,,132,area_return1_7,[],12233.942020616189,0,89.03129032514158,0.0,10,,,207.8617753125,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,,32,,0,,,16,ordinary,6,public_upper_bound_16,121,3325.788405,,,True,0.03709358401829377
12,0,True,0,0,0,0,0,uniform__adversarial-positive__128,uniform__adversarial-positive,10,16,22,16,140,1.0,,,base,0,0.03756399999999971,16,,6,12,False,,,,,False,,,,,,,,,0,0,8.120900020003319e-05,,22,1,,,116,range_area7,[],12233.942020616189,0,89.03129032514158,0.0,10,,,201.8617753125,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,1.0,32,,0,,,16,ordinary,6,public_upper_bound_16,105,3229.788405,,,True,0.0375819579930976
12,0,True,0,0,0,0,0,uniform__adversarial-positive__128,uniform__adversarial-positive,10,14,22,16,142,1.0,,,base,0,0.03649399999999936,16,,6,12,False,,14,2,14,False,,,,,,,,,0,0,7.587502477690578e-05,,22,1,,,118,faithful_area7,[],12233.942020616189,0,89.03129032514158,0.0,10,,,202.6117753125,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,1.0,32,,0,,,16,ordinary,6,public_upper_bound_16,107,3241.788405,,,True,0.03649804199812934
24,0,True,,,,,,uniform__adversarial-positive__129,uniform__adversarial-positive,14,,14,14,130,,,,,,0.18765500000000035,14,,,,,,,,,,,,,,,,,,0,,6.470800144597888e-05,,,,,,114,peer_layout9_proxy,[],20049.65939790459,0,,0.0,,,,339.2808487857143,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,100,4749.931883,,,,0.1877586250193417
7,0,True,0,0,0,0,0,uniform__adversarial-positive__129,uniform__adversarial-positive,12,,19,14,153,1.0,,,,,0.030065999999999704,14,,2,7,False,,,,,,,,,,,,,,0,,6.545800715684891e-05,,21,0,,,132,area_return1_7,[],11097.175723097218,0,112.80993285654817,0.0,12,,,220.38822464285712,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,,26,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,121,3085.435145,,,True,0.030107916973065585
7,0,True,0,0,0,0,0,uniform__adversarial-positive__129,uniform__adversarial-positive,12,11,19,14,142,1.0,,,base,0,0.028882000000000296,14,,2,7,False,,,,,False,,,,,,,,,0,0,6.862502777948976e-05,,21,0,,,121,range_area7,[],11097.175723097218,0,112.80993285654817,0.0,12,,,215.67393892857143,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,1.0,26,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,110,3019.435145,,,True,0.028886791958939284
7,0,True,0,0,0,0,0,uniform__adversarial-positive__129,uniform__adversarial-positive,12,11,19,14,142,1.0,,,base,0,0.029532000000000558,14,,2,7,False,,11,0,11,False,,,,,,,,,0,0,8.329201955348253e-05,,21,0,,,121,faithful_area7,[],11097.175723097218,0,112.80993285654817,0.0,12,,,215.67393892857143,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,1.0,26,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,110,3019.435145,,,True,0.02955720800673589
22,0,True,,,,,,uniform__adversarial-positive__130,uniform__adversarial-positive,14,,14,14,120,,,,,,0.17427100000000006,14,,,,,,,,,,,,,,,,,,0,,6.316695362329483e-05,,,,,,104,peer_layout9_proxy,[],20692.128304118763,0,,0.0,,,,344.2446901428571,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,91,4819.425662,,,,0.17435716598993167
9,0,True,0,0,0,0,0,uniform__adversarial-positive__130,uniform__adversarial-positive,11,,19,14,165,1.0,,,,,0.029617999999999256,14,,3,8,False,,,,,,,,,,,,,,0,,7.574999472126365e-05,,21,0,,,144,area_return1_7,[],12500.519290689466,0,97.03584577729775,0.0,11,,,245.5788467142857,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,,26,,1,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,133,3438.103854,,,True,0.029644207970704883
9,0,True,0,0,0,0,0,uniform__adversarial-positive__130,uniform__adversarial-positive,11,4,19,14,161,1.0,,,base,0,0.02955500000000022,14,,3,8,False,,,,,False,,,,,,,,,0,0,7.737497799098492e-05,,21,0,,,140,range_area7,[],12500.519290689466,0,97.03584577729775,0.0,11,,,243.864561,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,1.0,26,,1,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,129,3414.103854,,,True,0.029573084029834718
9,0,True,0,0,0,0,0,uniform__adversarial-positive__130,uniform__adversarial-positive,11,4,19,14,161,1.0,,,base,0,0.029582999999999693,14,,3,8,False,,4,0,4,False,,,,,,,,,0,0,7.84999574534595e-05,,21,0,,,140,faithful_area7,[],12500.519290689466,0,97.03584577729775,0.0,11,,,243.864561,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,1.0,26,,1,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,129,3414.103854,,,True,0.029653791978489608
21,0,True,,,,,,uniform__adversarial-positive__131,uniform__adversarial-positive,12,,12,12,146,,,,,,0.17245500000000025,12,,,,,,,,,,,,,,,,,,0,,7.958296919241548e-05,,,,,,132,peer_layout9_proxy,[],20296.961948656797,0,,0.0,,,,408.1993654166667,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,119,4898.392385,,,,0.17262837500311434
12,0,True,0,0,0,0,0,uniform__adversarial-positive__131,uniform__adversarial-positive,10,,17,12,147,1.0,,,,,0.024688999999999517,12,,2,7,False,,,,,,,,,,,,,,0,,6.979098543524742e-05,,19,0,,,128,area_return1_7,[],13113.445937357881,0,88.45823785863783,0.0,10,,,288.05743225,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,,16,,9,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,119,3456.689187,,,True,0.02469845802988857
